DATE,AVG_TONE,AVG_POSITIVE_SCORE,AVG_NEGATIVE_SCORE,AVG_POLARITY,NUMBER_OF_ARTICLES,Open,High,Low,Close,Adj Close,Volume
2020-01-31,-3.1154535,2.393916729,5.509370229,7.903286959,35054.0,58.47999954223633,58.47999954223633,56.349998474121094,56.790000915527344,52.494239807128906,179297410.0
2020-02-03,-3.047244606,2.433232891,5.480477498,7.913710389,32743.0,56.97999954223633,57.20000076293945,56.189998626708984,56.54999923706055,52.27239227294922,153681928.0
2020-02-04,-3.032637638,2.416962907,5.449600546,7.866563453,34067.0,57.31999969482422,57.59000015258789,56.83000183105469,57.5,53.15053176879883,113644729.0
2020-02-05,-2.773831542,2.47891311,5.252744652,7.731657762,32870.0,57.65999984741211,58.327999114990234,57.13999938964844,57.13999938964844,52.8177604675293,194283019.0
2020-02-06,-2.832546192,2.57393563,5.406481822,7.980417452,29662.0,57.650001525878906,58.27000045776367,56.845001220703125,56.95000076293945,52.64213562011719,142821635.0
2020-02-07,-2.907393632,2.541170612,5.448564244,7.989734856,30542.0,56.81999969482422,57.08000183105469,56.20000076293945,56.91999816894531,52.614402770996094,124996718.0
2020-02-10,-2.802344437,2.517797481,5.320141917,7.837939398,26137.0,56.65999984741211,57.15999984741211,56.47999954223633,56.880001068115234,52.577430725097656,203893458.0
2020-02-11,-2.866905847,2.492786427,5.359692274,7.852478702,26053.0,57.5,57.5,56.349998474121094,56.72999954223633,52.43877410888672,164536871.0
2020-02-12,-2.732270969,2.468651096,5.200922065,7.66957316,25123.0,56.7599983215332,57.63999938964844,56.20500183105469,57.439998626708984,53.095069885253906,125454586.0
2020-02-13,-2.873959102,2.377420047,5.251379149,7.628799196,26448.0,57.439998626708984,58.150001525878906,56.20000076293945,58.029998779296875,53.640438079833984,171006145.0
2020-02-14,-2.711301095,2.544184836,5.255485932,7.799670768,22472.0,58.130001068115234,58.20000076293945,56.54999923706055,56.61000061035156,52.32785415649414,141080959.0
2020-02-17,-2.946352589,2.402150216,5.348502806,7.750653022,21131.0,56.66999816894531,57.209999084472656,56.529998779296875,56.869998931884766,52.56818389892578,82623091.0
2020-02-18,-2.909227185,2.334724277,5.243951462,7.578675739,22867.0,56.20000076293945,56.9900016784668,55.880001068115234,55.880001068115234,51.653072357177734,166751570.0
2020-02-19,-2.927773607,2.345492189,5.273265797,7.618757986,20343.0,56.20000076293945,56.400001525878906,55.630001068115234,55.779998779296875,51.56063461303711,115708021.0
2020-02-20,-2.915431587,2.337190442,5.252622028,7.58981247,20407.0,55.9900016784668,58.130001068115234,55.90999984741211,56.54999923706055,52.27239227294922,250479278.0
2020-02-21,-3.078724763,2.287384395,5.366109159,7.653493554,21692.0,55.68000030517578,56.060001373291016,55.16999816894531,55.349998474121094,51.16316223144531,325612555.0
2020-02-24,-3.266618721,2.16193256,5.428551281,7.590483841,25767.0,53.880001068115234,54.380001068115234,52.29999923706055,53.11000061035156,49.09260559082031,290401275.0
2020-02-25,-3.142821712,2.167568659,5.310390372,7.477959031,33735.0,53.52000045776367,53.847999572753906,51.97999954223633,52.0099983215332,48.075809478759766,328451066.0
2020-02-26,-3.013703776,2.152426645,5.16613042,7.318557065,38414.0,52.099998474121094,52.31999969482422,51.02000045776367,51.90999984741211,47.983375549316406,323387690.0
2020-02-27,-2.979538836,2.135585977,5.115124813,7.25071079,47170.0,51.16999816894531,51.290000915527344,49.58000183105469,50.349998474121094,46.541378021240234,318291781.0
2020-02-28,-3.050202778,2.103900878,5.154103656,7.258004533,50507.0,48.79499816894531,50.5,47.88100051879883,50.20000076293945,46.40272521972656,616992296.0
2020-03-02,-2.774684994,2.12486058,4.899545573,7.024406153,47273.0,51.4900016784668,52.069000244140625,48.632999420166016,49.540000915527344,45.79264831542969,354681470.0
2020-03-03,-2.455568075,2.260855262,4.716423337,6.977278599,53935.0,50.5099983215332,50.79999923706055,48.54499816894531,48.67499923706055,44.993080139160156,276224597.0
2020-03-04,-2.403165686,2.266913716,4.670079402,6.936993119,56946.0,48.005001068115234,49.145999908447266,47.68000030517578,48.3650016784668,44.7065315246582,271341849.0
2020-03-05,-2.48096844,2.202731834,4.683700274,6.886432108,57929.0,48.3650016784668,48.55699920654297,46.20500183105469,47.0,43.44478225708008,255914487.0
2020-03-06,-2.4995406,2.182294068,4.681834668,6.864128736,61784.0,45.459999084472656,46.65999984741211,44.84600067138672,45.68000030517578,42.224632263183594,345739690.0
2020-03-09,-2.802167768,2.098802644,4.900970412,6.999773055,65635.0,40.75,44.013999938964844,39.367000579833984,41.23500061035156,38.11586380004883,496506848.0
2020-03-10,-2.509101373,2.212654873,4.721756246,6.934411119,81898.0,42.290000915527344,45.0,41.59000015258789,42.53499984741211,39.317527770996094,494209542.0
2020-03-11,-2.364384643,2.287878638,4.652263281,6.940141919,93646.0,42.63999938964844,44.21099853515625,41.625,42.119998931884766,38.93391799926758,372371693.0
2020-03-12,-2.319248268,2.285395121,4.604643389,6.89003851,114282.0,39.86000061035156,41.165000915527344,36.61000061035156,36.994998931884766,34.19658660888672,543757343.0
2020-03-13,-2.109493315,2.324953444,4.434446759,6.759400204,124355.0,38.54499816894531,40.13399887084961,37.08000183105469,37.88999938964844,35.023887634277344,408864062.0
2020-03-16,-2.041178763,2.305151206,4.346329969,6.651481174,140590.0,35.5,35.96200180053711,32.20000076293945,35.11000061035156,32.45417785644531,536586936.0
2020-03-17,-1.869176362,2.373289267,4.24246563,6.615754897,159450.0,36.0,36.55400085449219,31.600000381469727,35.31999969482422,32.648292541503906,441849428.0
2020-03-18,-1.917436062,2.419017476,4.336453538,6.755471014,170374.0,33.625,34.435001373291016,32.150001525878906,33.6349983215332,31.090747833251953,358206359.0
2020-03-19,-1.978118123,2.424811892,4.402930015,6.827741907,170721.0,33.279998779296875,34.21799850463867,30.700000762939453,32.375,29.92605972290039,698106099.0
2020-03-20,-1.950283542,2.427687841,4.377971383,6.805659223,161699.0,33.75,34.54499816894531,31.399999618530273,32.099998474121094,29.671859741210938,675068283.0
2020-03-23,-2.036692308,2.444296358,4.480988666,6.925285025,143508.0,29.950000762939453,31.990999221801758,29.816999435424805,30.56999969482422,28.25759506225586,380314599.0
2020-03-24,-2.03368076,2.451509808,4.485190568,6.936700377,158434.0,31.3700008392334,33.64500045776367,30.75,33.64500045776367,31.099992752075195,386440167.0
2020-03-25,-1.907997185,2.587891848,4.495889033,7.083780881,163024.0,35.2400016784668,38.492000579833984,33.0,36.72999954223633,33.95163345336914,431074933.0
2020-03-26,-1.974563117,2.524789943,4.49935306,7.024143003,162296.0,35.13999938964844,37.939998626708984,34.400001525878906,37.560001373291016,34.71885299682617,337909827.0
2020-03-27,-2.038160053,2.497172918,4.535332971,7.032505889,156013.0,35.5,36.97700119018555,33.52000045776367,34.39500045776367,31.79326057434082,391858874.0
2020-03-30,-1.941493149,2.542305019,4.483798169,7.026103188,140778.0,34.1349983215332,36.97700119018555,32.38999938964844,33.5,30.965961456298828,266071926.0
2020-03-31,-2.002807478,2.504459643,4.507267121,7.011726765,145017.0,32.0099983215332,36.97700119018555,31.71500015258789,32.0,29.579425811767578,434167505.0
2020-04-01,-2.069936465,2.428941177,4.498877642,6.927818819,148992.0,30.0,31.0,28.209999084472656,28.270000457763672,26.131574630737305,633114108.0
2020-04-02,-2.087412941,2.46226911,4.549682051,7.011951162,153295.0,27.94499969482422,29.799999237060547,27.82900047302246,28.905000686645508,26.718542098999023,480846533.0
2020-04-03,-1.941706744,2.527867095,4.469573839,6.997440934,144700.0,28.485000610351562,28.858999252319336,27.700000762939453,27.725000381469727,25.62779998779297,319660657.0
2020-04-06,-2.071848888,2.489136084,4.560984972,7.050121055,134221.0,28.524999618530273,29.940000534057617,28.148000717163086,29.940000534057617,27.675251007080078,334338098.0
2020-04-07,-1.989458256,2.51509744,4.504555696,7.019653137,135164.0,30.639999389648438,32.32500076293945,30.25,31.219999313354492,28.858427047729492,470424722.0
2020-04-08,-1.97225041,2.572951231,4.545201641,7.118152872,137315.0,30.014999389648438,31.860000610351562,29.913000106811523,31.860000610351562,29.450016021728516,257197311.0
2020-04-09,-2.022457464,2.501937612,4.524395077,7.026332689,135044.0,32.099998474121094,35.35499954223633,32.02000045776367,33.38999938964844,30.864280700683594,371893146.0
2020-04-14,-2.020490018,2.520532695,4.541022713,7.061555408,128611.0,33.01499938964844,33.400001525878906,31.704999923706055,31.78499984741211,29.38068962097168,286063632.0
2020-04-15,-2.031782743,2.527616603,4.559399345,7.087015948,130089.0,31.434999465942383,31.690000534057617,29.68000030517578,29.7450008392334,27.4950008392334,333883339.0
2020-04-16,-1.980052433,2.513700931,4.493753364,7.007454296,128846.0,29.725000381469727,30.899999618530273,29.135000228881836,29.434999465942383,29.434999465942383,246071360.0
2020-04-17,-1.948804522,2.563483352,4.512287873,7.075771225,124701.0,30.25,31.299999237060547,29.889999389648438,30.450000762939453,30.450000762939453,313340055.0
2020-04-20,-2.087619124,2.459400779,4.547019902,7.006420681,107147.0,30.649999618530273,30.94099998474121,29.600000381469727,30.1200008392334,30.1200008392334,184756278.0
2020-04-21,-2.0308956,2.503176935,4.534072535,7.037249471,116405.0,29.299999237060547,30.17099952697754,29.125,29.219999313354492,29.219999313354492,307829234.0
2020-04-22,-1.98174395,2.522315765,4.504059715,7.02637548,118025.0,29.530000686645508,30.18000030517578,29.399999618530273,29.915000915527344,29.915000915527344,158235468.0
2020-04-23,-1.949648267,2.533692982,4.483341249,7.017034231,118561.0,29.94499969482422,30.424999237060547,29.459999084472656,30.424999237060547,30.424999237060547,180356670.0
2020-04-24,-1.912251916,2.578474692,4.490726608,7.0692013,108971.0,29.649999618530273,30.350000381469727,25.674999237060547,29.735000610351562,29.735000610351562,204121119.0
2020-04-27,-1.911707218,2.557514504,4.469221722,7.026736225,100492.0,30.68000030517578,30.899999618530273,30.0,30.53499984741211,30.53499984741211,173245463.0
2020-04-28,-1.90867166,2.504271692,4.412943352,6.917215044,108304.0,30.579999923706055,35.7599983215332,30.469999313354492,33.244998931884766,33.244998931884766,464384721.0
2020-04-29,-1.869886576,2.528062862,4.397949438,6.9260123,107917.0,33.20000076293945,34.7599983215332,32.7599983215332,34.7599983215332,34.7599983215332,419861412.0
2020-04-30,-1.88124386,2.535975231,4.417219091,6.953194321,108648.0,34.7599983215332,34.92900085449219,31.597000122070312,32.2400016784668,32.2400016784668,612396060.0
2020-05-01,-1.865914012,2.54557864,4.411492652,6.957071292,92816.0,31.979999542236328,32.08399963378906,30.395000457763672,31.684999465942383,31.684999465942383,348622494.0
2020-05-04,-1.880822671,2.536227447,4.417050119,6.953277566,91760.0,31.3700008392334,31.44499969482422,30.350000381469727,30.600000381469727,30.600000381469727,315203318.0
2020-05-05,-1.892108728,2.488093728,4.380202456,6.868296184,101462.0,31.0,31.709999084472656,30.322999954223633,30.579999923706055,30.579999923706055,342698821.0
2020-05-06,-1.952793086,2.54702431,4.499817396,7.046841705,101706.0,30.549999237060547,30.7549991607666,30.010000228881836,30.170000076293945,30.170000076293945,244033168.0
2020-05-07,-1.991430683,2.472335843,4.463766526,6.936102369,98758.0,30.100000381469727,31.28499984741211,30.020000457763672,31.28499984741211,31.28499984741211,178698841.0
2020-05-11,-2.015593366,2.412160929,4.427754294,6.839915223,83407.0,32.36000061035156,32.39500045776367,30.18000030517578,30.415000915527344,30.415000915527344,245474742.0
2020-05-12,-1.953569117,2.436069845,4.389638961,6.825708806,98811.0,30.364999771118164,30.75,29.885000228881836,29.885000228881836,29.885000228881836,229354893.0
2020-05-13,-2.051874994,2.49652915,4.548404143,7.044933293,98807.0,29.399999618530273,29.764999389648438,28.905000686645508,29.010000228881836,29.010000228881836,317689230.0
2020-05-14,-2.109384414,2.474278888,4.583663302,7.057942189,95906.0,28.5,28.780000686645508,27.1200008392334,28.614999771118164,28.614999771118164,351891252.0
2020-05-15,-1.999447134,2.468950347,4.468397481,6.937347828,89069.0,28.899999618530273,29.333999633789062,28.079999923706055,28.5049991607666,28.5049991607666,202822408.0
2020-05-18,-1.838106276,2.531902689,4.370008965,6.901911654,82223.0,29.0,29.684999465942383,28.18000030517578,29.684999465942383,29.684999465942383,252925271.0
2020-05-19,-1.701702313,2.588659354,4.290361667,6.87902102,91626.0,30.385000228881836,30.566999435424805,29.100000381469727,29.584999084472656,29.584999084472656,244544366.0
2020-05-20,-1.775018226,2.550618107,4.325636333,6.87625444,89645.0,29.1200008392334,30.059999465942383,28.488000869750977,29.864999771118164,29.864999771118164,294630047.0
2020-05-21,-1.898674837,2.51014859,4.408823427,6.918972017,85396.0,29.639999389648438,29.666000366210938,28.389999389648438,28.389999389648438,28.389999389648438,407927400.0
2020-05-22,-1.87264264,2.519880245,4.392522885,6.91240313,79762.0,27.920000076293945,28.860000610351562,27.600000381469727,28.1200008392334,28.1200008392334,277027472.0
2020-05-26,-1.842409506,2.543796535,4.386206041,6.930002576,76205.0,29.325000762939453,30.25,29.0,30.075000762939453,30.075000762939453,417226860.0
2020-05-27,-1.841143493,2.499395786,4.340539279,6.839935065,80176.0,30.3700008392334,32.04499816894531,30.110000610351562,31.815000534057617,31.815000534057617,591610487.0
2020-05-28,-1.786640379,2.574571801,4.36121218,6.935783981,79902.0,32.3849983215332,32.83000183105469,30.96500015258789,31.3799991607666,31.3799991607666,299899964.0
2020-05-29,-1.92998372,2.514530248,4.444513967,6.959044215,69058.0,30.885000228881836,31.065000534057617,29.8700008392334,29.8700008392334,29.8700008392334,492167786.0
2020-06-01,-2.27065033,2.452369622,4.723019952,7.175389574,61211.0,30.5049991607666,31.190000534057617,30.274999618530273,30.860000610351562,30.860000610351562,197136712.0
2020-06-02,-2.33863318,2.427901754,4.766534933,7.194436687,65201.0,31.06999969482422,32.470001220703125,30.770000457763672,31.93000030517578,31.93000030517578,532592449.0
2020-06-03,-2.202818971,2.470640726,4.673459697,7.144100424,66622.0,32.595001220703125,33.974998474121094,32.439998626708984,33.7599983215332,33.7599983215332,396549439.0
2020-06-04,-2.20782084,2.455687184,4.663508024,7.119195208,66808.0,33.709999084472656,34.099998474121094,32.88999938964844,33.8849983215332,33.8849983215332,337816563.0
2020-06-05,-2.056414895,2.487027966,4.54344286,7.030470826,63986.0,34.5099983215332,35.959999084472656,34.209999084472656,35.54499816894531,35.54499816894531,457376990.0
2020-06-08,-2.244329829,2.381384903,4.625714732,7.007099635,50128.0,35.20000076293945,38.119998931884766,35.0,36.880001068115234,36.880001068115234,513534214.0
2020-06-09,-2.09482106,2.422112779,4.51693384,6.939046619,58796.0,36.95000076293945,37.301998138427734,34.77399826049805,35.224998474121094,35.224998474121094,425439479.0
2020-06-10,-1.94443884,2.457249273,4.401688113,6.858937386,59014.0,35.935001373291016,36.970001220703125,34.665000915527344,35.02000045776367,35.02000045776367,305961335.0
2020-06-11,-1.897668407,2.464318923,4.36198733,6.826306253,61288.0,33.5,33.54499816894531,32.0,32.04499816894531,32.04499816894531,315551500.0
2020-06-12,-1.958238275,2.463306179,4.421544454,6.884850633,60595.0,31.239999771118164,32.93000030517578,30.65999984741211,31.93000030517578,31.93000030517578,338964066.0
2020-06-15,-1.849169085,2.52582914,4.374998225,6.900827365,57322.0,30.44499969482422,32.939998626708984,30.889999389648438,31.530000686645508,31.530000686645508,224145197.0
2020-06-16,-1.790969718,2.551235147,4.342204865,6.893440013,65000.0,32.935001373291016,34.08000183105469,32.36000061035156,33.150001525878906,33.150001525878906,343539819.0
2020-06-17,-1.762652168,2.575299953,4.337952121,6.913252074,62365.0,33.095001220703125,33.73500061035156,32.279998779296875,32.57500076293945,32.57500076293945,183578500.0
2020-06-18,-1.855098092,2.516561263,4.371659356,6.888220619,63294.0,32.23500061035156,33.1349983215332,31.895000457763672,32.43000030517578,32.43000030517578,140368209.0
2020-06-19,-1.797368935,2.528013305,4.32538224,6.853395546,58635.0,32.939998626708984,32.939998626708984,32.08000183105469,32.23500061035156,32.23500061035156,320598770.0
2020-06-22,-1.782833676,2.50867961,4.291513286,6.800192896,56405.0,31.825000762939453,32.209999084472656,31.309999465942383,31.645000457763672,31.645000457763672,442958262.0
2020-06-23,-1.809943239,2.435728835,4.245672074,6.681400909,60795.0,31.864999771118164,32.95199966430664,31.760000228881836,32.744998931884766,32.744998931884766,171134869.0
2020-06-24,-1.968253047,2.409719865,4.377972912,6.787692776,58646.0,32.48500061035156,33.154998779296875,31.610000610351562,31.610000610351562,31.610000610351562,183221384.0
2020-06-25,-1.778857177,2.492686825,4.271544001,6.764230826,62570.0,31.299999237060547,31.899999618530273,30.514999389648438,31.6200008392334,31.6200008392334,238814859.0
2020-06-26,-1.917360668,2.433450581,4.35081125,6.784261831,57025.0,32.06999969482422,32.18000030517578,30.993000030517578,31.084999084472656,31.084999084472656,165673375.0
2020-06-29,-1.654652528,2.566007909,4.220660436,6.786668345,52228.0,30.989999771118164,31.485000610351562,30.399999618530273,31.2549991607666,31.2549991607666,219927377.0
2020-06-30,-1.854204462,2.414568271,4.268772733,6.683341004,56962.0,31.264999389648438,31.579999923706055,30.639999389648438,31.174999237060547,31.174999237060547,216798060.0
2020-07-01,-1.807749898,2.472584264,4.280334162,6.752918426,59886.0,31.170000076293945,31.350000381469727,30.469999313354492,30.700000762939453,30.700000762939453,214762975.0
2020-07-02,-1.792616912,2.413918505,4.206535418,6.620453923,57861.0,31.15999984741211,32.084999084472656,30.915000915527344,31.850000381469727,31.850000381469727,246512863.0
2020-07-03,-1.845733575,2.458810037,4.304543612,6.76335365,49618.0,31.78499984741211,32.040000915527344,30.725000381469727,31.024999618530273,31.024999618530273,133792963.0
2020-07-06,-1.860674862,2.471530286,4.332205149,6.803735435,53894.0,30.829999923706055,32.0,30.7450008392334,31.204999923706055,31.204999923706055,239588682.0
2020-07-07,-2.091286313,2.340596781,4.431883094,6.772479875,59570.0,30.899999618530273,31.389999389648438,30.70800018310547,30.739999771118164,30.739999771118164,151273183.0
2020-07-08,-1.997677303,2.430608865,4.428286167,6.858895032,62380.0,30.479999542236328,31.05500030517578,30.329999923706055,30.719999313354492,30.719999313354492,170320859.0
2020-07-09,-2.057698133,2.434702333,4.492400466,6.9271028,59224.0,31.0,31.110000610351562,29.6299991607666,29.735000610351562,29.735000610351562,218302938.0
2020-07-10,-2.003382908,2.414459218,4.417842126,6.832301344,54063.0,29.475000381469727,30.510000228881836,29.2450008392334,30.454999923706055,30.454999923706055,225317607.0
2020-07-13,-2.14805541,2.400301401,4.548356811,6.948658212,51882.0,31.0,31.270000457763672,30.280000686645508,30.639999389648438,30.639999389648438,147069644.0
2020-07-14,-2.228802775,2.352742454,4.581545228,6.934287682,59225.0,30.1200008392334,30.81999969482422,29.920000076293945,30.104999542236328,30.104999542236328,204167953.0
2020-07-15,-1.919148764,2.459897749,4.379046513,6.838944262,58406.0,30.299999237060547,30.485000610351562,29.665000915527344,30.385000228881836,30.385000228881836,193431901.0
2020-07-16,-2.04111766,2.40334418,4.44446184,6.847806019,57635.0,30.235000610351562,30.649999618530273,30.049999237060547,30.530000686645508,30.530000686645508,126076131.0
2020-07-17,-1.907153304,2.453253325,4.360406629,6.813659955,52053.0,30.299999237060547,30.700000762939453,29.8799991607666,30.565000534057617,30.565000534057617,205731994.0
2020-07-20,-1.799169367,2.554257651,4.353427018,6.907684669,48231.0,30.149999618530273,30.700000762939453,30.104999542236328,30.40999984741211,30.40999984741211,116012735.0
2020-07-21,-1.771672412,2.56553381,4.337206222,6.902740032,52742.0,30.739999771118164,31.170000076293945,30.165000915527344,30.5049991607666,30.5049991607666,178419771.0
2020-07-22,-2.029264346,2.435002972,4.464267319,6.899270291,51917.0,30.5,30.790000915527344,30.045000076293945,30.31999969482422,30.31999969482422,284988418.0
2020-07-23,-1.997069016,2.419573358,4.416642375,6.836215733,53791.0,30.43000030517578,30.530000686645508,30.0,30.165000915527344,30.165000915527344,148677270.0
2020-07-24,-2.045394355,2.408142583,4.453536938,6.861679522,50219.0,30.0,30.235000610351562,29.655000686645508,29.69499969482422,29.69499969482422,151008724.0
2020-07-27,-2.063842756,2.410322235,4.474164991,6.884487227,47936.0,29.684999465942383,29.82699966430664,28.719999313354492,28.899999618530273,28.899999618530273,352244425.0
2020-07-28,-1.884049931,2.513936107,4.397986038,6.911922144,52716.0,28.875,29.229999542236328,28.559999465942383,29.219999313354492,29.219999313354492,165473357.0
2020-07-29,-1.902396307,2.459142722,4.361539028,6.82068175,52557.0,29.450000762939453,29.540000915527344,28.295000076293945,28.364999771118164,28.364999771118164,222117317.0
2020-07-30,-2.080848014,2.410538689,4.491386704,6.901925393,55567.0,27.0,27.607999801635742,25.709999084472656,26.204999923706055,26.204999923706055,714742095.0
2020-07-31,-2.11972558,2.38026256,4.499988139,6.880250699,50090.0,26.5,26.979999542236328,25.433000564575195,26.28499984741211,26.28499984741211,344278032.0
2020-08-03,-2.013185997,2.422034545,4.435220542,6.857255087,44881.0,25.96500015258789,27.975000381469727,25.889999389648438,27.8700008392334,27.8700008392334,430663048.0
2020-08-04,-2.119467361,2.400675751,4.520143113,6.920818864,48929.0,27.739999771118164,28.514999389648438,27.674999237060547,28.155000686645508,28.155000686645508,190376551.0
2020-08-05,-2.023179538,2.382852505,4.406032043,6.788884549,50532.0,28.424999237060547,28.610000610351562,27.8799991607666,28.174999237060547,28.174999237060547,162668620.0
2020-08-06,-2.280089995,2.3238237,4.603913696,6.927737396,51867.0,28.1200008392334,28.280000686645508,27.479999542236328,28.15999984741211,28.15999984741211,142120571.0
2020-08-07,-2.186079802,2.340537732,4.526617534,6.867155266,47490.0,28.06999969482422,28.155000686645508,27.485000610351562,27.78499984741211,27.78499984741211,106901984.0
2020-08-10,-2.002189031,2.422141297,4.424330328,6.846471625,40378.0,28.21500015258789,28.559999465942383,27.934999465942383,28.415000915527344,28.415000915527344,178864436.0
2020-08-11,-1.961667387,2.339697618,4.301365005,6.641062623,49438.0,28.729999542236328,29.6299991607666,28.649999618530273,29.454999923706055,29.454999923706055,206300339.0
2020-08-12,-1.761599836,2.488361314,4.249961151,6.738322465,46675.0,29.454999923706055,30.06999969482422,29.280000686645508,29.690000534057617,29.690000534057617,197218699.0
2020-08-13,-1.897351042,2.448225627,4.345576669,6.793802297,47795.0,29.28499984741211,29.684999465942383,29.020000457763672,29.18000030517578,29.18000030517578,106759883.0
2020-08-14,-1.871773498,2.429964235,4.301737733,6.731701969,44989.0,29.014999389648438,29.100000381469727,28.017000198364258,28.950000762939453,28.950000762939453,137246251.0
2020-08-17,-2.037705285,2.348769052,4.386474336,6.735243388,41840.0,28.84000015258789,59.939998626708984,28.405000686645508,28.625,28.625,80176621.0
2020-08-18,-1.924832397,2.446466593,4.37129899,6.817765583,45172.0,28.190000534057617,28.969999313354492,28.100000381469727,28.184999465942383,28.184999465942383,122824092.0
2020-08-19,-1.828329714,2.431611448,4.259941163,6.691552611,44825.0,28.139999389648438,28.65999984741211,28.09000015258789,28.65999984741211,28.65999984741211,77516764.0
2020-08-20,-1.986109157,2.426048935,4.412158092,6.838207027,43565.0,28.075000762939453,28.485000610351562,28.0,28.135000228881836,28.135000228881836,96885196.0
2020-08-21,-2.053660665,2.45256123,4.506221896,6.958783126,42881.0,28.209999084472656,28.350000381469727,27.719999313354492,28.100000381469727,28.100000381469727,122047261.0
2020-08-24,-1.770715375,2.552071308,4.322786683,6.874857991,41297.0,28.315000534057617,28.6200008392334,27.729999542236328,28.600000381469727,28.600000381469727,193878351.0
2020-08-25,-1.879396989,2.425230454,4.304627443,6.729857898,44367.0,28.825000762939453,29.264999389648438,28.165000915527344,28.200000762939453,28.200000762939453,167338907.0
2020-08-26,-2.046990501,2.440745614,4.487736116,6.92848173,44081.0,28.18000030517578,28.559999465942383,28.030000686645508,28.475000381469727,28.475000381469727,91481211.0
2020-08-27,-2.074724165,2.376799529,4.451523695,6.828323224,43528.0,28.31999969482422,28.594999313354492,28.079999923706055,28.200000762939453,28.200000762939453,94257788.0
2020-08-28,-2.082956724,2.483139706,4.56609643,7.049236137,42092.0,28.235000610351562,28.7450008392334,28.06999969482422,28.350000381469727,28.350000381469727,184729851.0
2020-09-01,-1.901540982,2.421824834,4.323365817,6.745190651,43719.0,27.809999465942383,27.989999771118164,26.854999542236328,26.940000534057617,26.940000534057617,259148859.0
